№,"Длина волны,м","Частота,Гц","ЭПР,м^2"
278,2.761122569239835,108651460.58423369,0.7912580114361402
279,2.752101611541427,109007603.04121648,0.7928644897813536
280,2.7431394072447857,109363745.49819928,0.7944404064538397
281,2.7342353842226195,109719887.95518208,0.7959856689628271
282,2.7253889777519267,110076030.41216487,0.7975001884640984
283,2.716599630394608,110432172.86914766,0.7989838797644201
284,2.707866791880373,110788315.32613045,0.8004366613251768
285,2.699189918991899,111144457.78311324,0.8018584552652106
286,2.6905684754521966,111500600.24009603,0.8032491873628703
287,2.6820019318141166,111856742.69707882,0.8046087870572766
288,2.673489765351972,112212885.15406163,0.8059371874487924
289,2.6650314599552094,112569027.61104442,0.8072343252987229
290,2.656626506024096,112925170.06802721,0.8085001410282336
291,2.648274400367374,113281312.52501,0.8097345787165017
292,2.6399746461018383,113637454.9819928,0.8109375860980874
293,2.6317267525537966,113993597.43897559,0.8121091145595682
294,2.623530235162374,114349739.89595838,0.8132491191353864
295,2.6153846153846154,114705882.35294117,0.8143575585029711
296,2.6072894206023514,115062024.80992396,0.8154343949770986
297,2.599244184030787,115418167.26690677,0.8164795945035257
298,2.5912484446287847,115774309.72388956,0.817493126651883
299,2.5833017470107853,116130452.18087235,0.8184749646078514
300,2.5754036413603574,116486594.63785514,0.8194250851646109
301,2.56755368334532,116842737.09483793,0.8203434687135908
302,2.5597514340344167,117198879.55182073,0.8212300992345054
303,2.551996459815502,117555022.00880352,0.8220849642847063
304,2.544288332315211,117911164.46578631,0.8229080549878371
305,2.5366266283200813,118267306.9227691,0.8236993660218218
306,2.529010929699096,118623449.3797519,0.8244588956061741
307,2.5214408233276155,118979591.8367347,0.825186645488647
308,2.513915901012675,119335734.29371749,0.825882620931241
309,2.5064357594196114,119691876.75070028,0.8265468306955598
310,2.499,120048019.20768307,0.8271792870275302
311,2.4916082289208683,120404161.66466586,0.8277800056415162
312,2.4842600569951623,120760304.12164865,0.828349005703798
313,2.4769550996134404,121116446.57863145,0.8288863098154665
314,2.469692976676769,121472589.03561424,0.8293919439947163
315,2.462473312530793,121828731.49259704,0.8298659376585504
316,2.455295735900963,122184873.94957983,0.8303083236039311
317,2.4481598798288866,122541016.40656263,0.8307191379883492
318,2.441065381609794,122897158.86354542,0.8310984203098543
319,2.43401188273108,123253301.32052821,0.8314462133865458
320,2.426999028811913,123609443.777511,0.8317625633355294
321,2.4200264695438847,123965586.23449379,0.8320475195513657
322,2.413093858632677,124321728.69147658,0.8323011346839991
323,2.4062008537407324,124677871.14845937,0.8325234646162082
324,2.3993471164309033,125034013.60544218,0.8327145684405604
325,2.392532312111058,125390156.06242497,0.832874508435901
326,2.385756109979633,125746298.51940776,0.8330033500433843
327,2.3790181829721067,126102440.97639056,0.8331011618420544
328,2.372318207708373,126458583.43337335,0.8331680155239856
329,2.3656558644410084,126814725.89035614,0.8332039858690039
330,2.3590308370044055,127170868.34733893,0.8332091507189984
331,2.352442812764756,127527010.80432172,0.8331835909518245
332,2.3458914825708743,127883153.26130451,0.8331273904548238
333,2.3393765407058384,128239295.71828732,0.8330406360979649
334,2.3328976848394323,128595438.17527011,0.8329234177066253
335,2.326454615981381,128951580.6322529,0.8327758280340112
336,2.3200470384353533,129307723.0892357,0.8325979627332438
337,2.3136746597537265,129663865.54621848,0.8323899203291192
338,2.3073371906930937,130020008.00320128,0.8321518021895414
339,2.3010343451704984,130376150.46018407,0.8318837124966634
340,2.2947658402203857,130732292.91716686,0.8315857582177246
341,2.2885313959522575,131088435.37414967,0.8312580490756215
342,2.282330735509011,131444577.83113246,0.8309006975191904
343,2.2761635850259587,131800720.28811525,0.8305138186932535
344,2.2700296735905043,132156862.74509804,0.830097530408403
345,2.2639287332024765,132513005.20208083,0.8296519531105678
346,2.2578604987350923,132869147.65906362,0.8291772098503439
347,2.2518247078965548,133225290.11604641,0.8286734262521254
348,2.2458211011922593,133581432.5730292,0.8281407304830319
349,2.2398494218876044,133937575.030012,0.8275792532216506
350,2.2339094159713944,134293717.4869948,0.8269891276266051
351,2.2280008321198252,134649859.9439776,0.8263704893049552
352,2.222123421661035,135006002.4009604,0.8257234762804467
353,2.2162769385402195,135362144.85794318,0.8250482289616206
354,2.210461139285293,135718287.31492597,0.8243448901097918
355,2.204675782973092,136074429.77190876,0.8236136048069047
356,2.198920631196105,136430572.22889155,0.8228545204232754
357,2.1931954480297224,136786714.68587434,0.8220677865852527
358,2.1875,137142857.14285713,0.8212535551427717
359,2.1818340560519194,137498999.59983993,0.8204119801368416
360,2.1761973875181426,137855142.05682272,0.819543217766962
361,2.170589768088248,138211284.5138055,0.8186474263584838
362,2.1650109737784455,138567426.9707883,0.8177247663299207
363,2.1594607829017485,138923569.4277711,0.8167754001602293
364,2.1539389760386145,139279711.88475388,0.8157994923560568
365,2.1484453360080242,139635854.34173667,0.8147972094189706
366,2.1429796478390126,139991996.79871947,0.8137687198126847
367,2.137541698742623,140348139.25570226,0.8127141939302821
368,2.1321312780842954,140704281.71268508,0.8116338040614527
369,2.1267481773566708,141060424.16966787,0.8105277243597424
370,2.1213921901528012,141416566.62665066,0.8093961308098399
371,2.1160631121397726,141772709.08363345,0.8082392011948921
372,2.110760741032716,142128851.54061624,0.8070571150638728
373,2.105484876569214,142484993.99759904,0.805850053698995
374,2.100235320484088,142841136.45458183,0.8046182000831963
375,2.095011876484561,143197278.91156462,0.8033617388676831
376,2.08981435022579,143553421.3685474,0.8020808563395609
377,2.084642549286767,143909563.82553023,0.8007757403895489
378,2.0794962831465664,144265706.282513,0.7994465804797776
379,2.074375363160953,144621848.73949578,0.7980935676117048
380,2.069279602539332,144977991.19647858,0.7967168942941191
381,2.064208816322035,145334133.6534614,0.7953167545112725
382,2.059162821357943,145690276.1104442,0.7938933436911282
383,2.054141436282434,146046418.56742698,0.7924468586737321
384,2.049144481495654,146402561.02440977,0.7909774976797279
385,2.044171779141104,146758703.48139256,0.7894854602790067
386,2.039223153084539,147114845.93837535,0.7879709473594976
387,2.03429842889317,147470988.39535815,0.7864341610961258
388,2.02939743381517,147827130.85234094,0.7848753049199146
389,2.024519996759472,148183273.30932373,0.7832945834872563
390,2.019665948275862,148539415.76630652,0.781692202649354
391,2.0148351205353543,148895558.2232893,0.7800683694218343
392,2.0100273473108476,149251700.6802721,0.7784232919545405
393,2.0052424639580604,149607843.1372549,0.7767571795015132
394,2.000480307396734,149963985.5942377,0.7750702423911507
395,1.9957407160921072,150320128.05122048,0.7733626919965739
396,1.9910235300366497,150676270.50820327,0.7716347407061799
397,1.9863285907320565,151032412.96518606,0.7698866018944007
398,1.9816557411714952,151388555.42216885,0.7681184898926716
399,1.9770048258221038,151744697.87915167,0.766330619960597
400,1.9723756906077348,152100840.33613446,0.764523208257349
401,1.9677681828919393,152456982.79311725,0.7626964718132572
402,1.963182151461192,152813125.25010005,0.7608506285016414
403,1.958617446508347,153169267.70708284,0.7589858970108577
404,1.9540739196163268,153525410.16406563,0.7571024968165652
405,1.9495514237420362,153881552.62104842,0.7552006481542323
406,1.945049813200498,154237695.0780312,0.7532805719918666
407,1.9405689436492117,154593837.535014,0.7513424900029823
408,1.9361086720727236,154949979.9919968,0.7493866245398033
409,1.9316688567674114,155306122.4489796,0.7474131986067035
410,1.9272493573264782,155662264.90596238,0.7454224358338883
411,1.9228500346251507,156018407.36294517,0.7434145604513205
412,1.9184707508060803,156374549.81992796,0.7413897972628856
413,1.9141113692649425,156730692.27691075,0.7393483716208058
414,1.909771754636234,157086834.73389354,0.7372905094003024
415,1.9054517727792606,157442977.19087633,0.7352164369745051
416,1.9011512907643149,157799119.64785916,0.7331263811896089
417,1.896870176859044,158155262.10484195,0.7310205693402817
418,1.8926083005149954,158511404.56182474,0.7288992291453293
419,1.8883655323543487,158867547.01880753,0.7267625887236039
420,1.8841417441568233,159223689.47579032,0.7246108765701711
421,1.8799368088467614,159579831.9327731,0.7224443215327291
422,1.8757506004803843,159935974.3897559,0.720263152788279
423,1.8715829942332176,160292116.8467387,0.7180675998200502
424,1.867433866387685,160648259.3037215,0.7158578923946849
425,1.863303094320865,161004401.76070428,0.7136342605396662
426,1.8591905564924116,161360544.21768707,0.7113969345210086
427,1.8550961324326332,161716686.67466986,0.7091461448211976
428,1.8510197027307294,162072829.13165265,0.7068821221173847
429,1.8469611490231825,162428971.58863544,0.704605097259834
430,1.842920353982301,162785114.04561824,0.7023153012506219
431,1.8388972013049132,163141256.50260103,0.7000129652225859
432,1.8348915757012092,163497398.95958382,0.6976983204185262
433,1.830903362883728,163853541.4165666,0.6953715981706582
434,1.826932449556487,164209683.87354943,0.6930330298803098
435,1.8229787234042552,164565826.33053222,0.6906828469978727
436,1.8190420730819623,164921968.787515,0.6883212810029912
437,1.8151223882042467,165278111.2444978,0.6859485633850063
438,1.8112195593351372,165634253.7014806,0.6835649256236358
439,1.8073334779778694,165990396.1584634,0.6811705991699039
440,1.8034640365648305,166346538.61544618,0.678765815427305
441,1.7996111284476344,166702681.07242897,0.6763508057332133
442,1.795774647887324,167058823.52941176,0.6739258013405245
443,1.7919544900446973,167414965.98639455,0.6714910333995384
444,1.788150550970758,167771108.44337735,0.6690467329400762
445,1.7843627275972866,168127250.90036014,0.6665931308538211
446,1.7805909177275319,168483393.35734293,0.6641304578769037
447,1.7768350200270189,168839535.81432572,0.6616589445727069
448,1.7730949340144744,169195678.2713085,0.6591788213148945
449,1.7693705600528664,169551820.7282913,0.6566903182706741
450,1.765661799340556,169907963.1852741,0.6541936653842748
451,1.7619685539025596,170264105.6422569,0.6516890923606473
452,1.758290726581922,170620248.0992397,0.6491768286493772
453,1.7546282210311979,170976390.5562225,0.646657103428825
454,1.7509809417040358,171332533.0132053,0.6441301455904661
455,1.747348793846871,171688675.47018808,0.6415961837234476
456,1.7437316834907195,172044817.92717087,0.6390554460993535
457,1.7401295174430749,172400960.38415366,0.6365081606571747
458,1.7365422032799036,172757102.84113646,0.6339545549884797
459,1.7329696493377407,173113245.29811925,0.6313948563227914
460,1.7294117647058824,173469387.75510204,0.6288292915131508
461,1.7258684592186746,173825530.21208483,0.6262580870218938
462,1.7223396434478957,174181672.66906762,0.6236814689065975
463,1.7188252286952337,174537815.1260504,0.6210996628062408
464,1.7153251269848535,174893957.5830332,0.6185128939275261
465,1.7118392510560567,175250100.040016,0.6159213870314126
466,1.7083675143560297,175606242.4969988,0.6133253664198054
467,1.7049098310326793,175962384.95398158,0.6107250559224452
468,1.7014661159275568,176318527.41096437,0.6081206788839546
469,1.698036284568866,176674669.8679472,0.6055124581510739
470,1.6946202531645569,177030812.32492998,0.6029006160600563
471,1.6912179385955017,177386954.78191277,0.6002853744242359
472,1.687829258408753,177743097.23889557,0.5976669545217548
473,1.6844541308108836,178099239.69587836,0.595045577083459
474,1.6810924746614047,178455382.15286115,0.5924214622809476
475,1.6777442094662638,178811524.60984394,0.5897948297147809
476,1.674409255371421,179167667.06682673,0.5871658984028351
477,1.6710875331564987,179523809.52380952,0.5845348867688192
478,1.6677789642285104,179879951.9807923,0.5819020126309261
479,1.6644834706156613,180236094.4377751,0.5792674931906349
480,1.661200974961223,180592236.8947579,0.576631545021656
481,1.6579314005174817,180948379.3517407,0.5739943840590072
482,1.6546746711397546,181304521.80872348,0.5713562255882331
483,1.6514307112804811,181660664.26570627,0.5687172842347531
484,1.6481994459833795,182016806.72268906,0.5660777739533407
485,1.6449808008776743,182372949.17967185,0.5634379080177299
486,1.6417747021723899,182729091.63665465,0.5607978990103442
487,1.6385810766507114,183085234.09363747,0.5581579588121467
488,1.6353998516644124,183441376.55062026,0.5555182985926121
489,1.6322309551283447,183797519.00760305,0.5528791287998154
490,1.6290743155149934,184153661.46458584,0.5502406591506215
491,1.6259298618490967,184509803.92156863,0.5476030986210029
492,1.6227975237023247,184865946.37855142,0.5449666554364496
493,1.6196772311880225,185222088.83553421,0.5423315370624949
494,1.6165689149560116,185578231.292517,0.5396979501953351
495,1.6134725061874529,185934373.7494998,0.5370661007525523
496,1.6103879365897669,186290516.2064826,0.534436193863935
497,1.6073151383916129,186646658.66346538,0.5318084338623885
498,1.604254044337927,187002801.12044817,0.5291830242749409
499,1.6012045876850132,187358943.57743096,0.5265601678138385
500,1.598166702195694,187715086.03441375,0.5239400663677223
501,1.5951403221345135,188071228.49139655,0.5213229209928945
502,1.592125382262997,188427370.94837934,0.518708931904659
503,1.589121817834962,188783513.40536213,0.5160982984687543
504,1.5861295645918845,189139655.86234492,0.5134912191928427
505,1.5831485587583147,189495798.31932774,0.5108878917180937
506,1.5801787370373492,189851940.77631053,0.5082885128108278
507,1.5772200366061473,190208083.23329332,0.5056932783542308
508,1.574272395111503,190564225.69027612,0.5031023833401381
509,1.571335750665465,190920368.1472589,0.5005160218608837
510,1.568410041841004,191276510.6042417,0.4979343871012096
